 0.9476704 0.1885575 0.3885931 0.2011293 0.0556379 0.4615303 0.9446318 0.4610533 0.2902138 0.5269526 0.5267722 0.6924749 0.5168370 0.9689460 0.7328685 0.5993166 0.3424894 0.3882121 0.5879829 0.0620497 0.4397341 0.3001862 0.2383440 0.6188833 0.5220006 0.1174417 0.0304413 0.9048297 0.8971219 0.2893672 0.3104004 0.1298788 0.3012836 0.3958297 0.6780125 0.6256740 0.5838167 0.4539022 0.4569686 0.4503368 0.1722898 0.2508926 0.5924460 0.8906742 0.6763443 0.1757318 0.2641499 0.0437919 0.7869358 0.7078949 0.8951496 0.1187471 0.9990763 0.0250239 0.3437480 0.4145720 0.7518777 0.8510027 0.1324077 0.8452903 0.1455003 0.4159755 0.8630803 0.6152529 0.2387642 0.8653510 0.7859241 0.7951628 0.3674316 0.0916304 0.5671753 0.8649006 0.4209152 0.2795858 0.0991507
 0.8206705 0.7733981 0.0635263 0.3835211 0.3655110 0.7826349 0.1851489 0.9328230 0.5980087 0.0108803 0.5325770 0.4645883 0.0923408 0.4921727 0.5633867 0.3497061 0.5372165 0.2112142 0.0669814 0.4851424 0.3667724 0.6434350 0.0147924 0.0488293 0.2637629 0.6767370 0.3536359 0.4710452 0.4669528 0.6605005 0.0714487 0.5362869 0.3285489 0.8333956 0.3085541 0.7670898 0.7843660 0.4772318 0.2411203 0.5952857 0.5381312 0.3824879 0.2625058 0.6045403 0.5669425 0.7266188 0.9967751 0.2145938 0.7904411 0.1555550 0.3547696 0.5686313 0.9774991 0.1582849 0.2245658 0.9239847 0.1236582 0.1615596 0.8501409 0.9569995 0.8246698 0.6330907 0.3212303 0.1705614 0.6838141 0.8601236 0.6905555 0.4026192 0.3698699 0.0531019 0.2315289 0.2692616 0.4954274 0.6121563 0.1526655
 0.6226123 0.0951280 0.9653168 0.6942182 0.0884995 0.5524384 0.9085508 0.1154990 0.8488136 0.7567607 0.9704055 0.1754791 0.5173658 0.8124536 0.2142476 0.1563566 0.2330082 0.8870073 0.1602884 0.9857542 0.7561038 0.0073202 0.0592317 0.3693641 0.5387506 0.4242863 0.0448492 0.2366823 0.5224280 0.5675203 0.6860860 0.2548872 0.3855136 0.6062184 0.3975459 0.8540434 0.4194976 0.7076648 0.8176568 0.3224034 0.1373330 0.6077700 0.6435253 0.8253117 0.3471165 0.9063194 0.0745224 0.1083158 0.3453007 0.7588966 0.7064843 0.5593204 0.2676747 0.5636991 0.7487184 0.9500186 0.1588794 0.8218861 0.5627365 0.5797718 0.4557025 0.6552534 0.1716639 0.8443741 0.2521355 0.2541461 0.4680498 0.4512805 0.9540383 0.9049237 0.7671289 0.8554240 0.5575671 0.6166442 0.8558491
 0.3795913 0.6438919 0.3355587 0.8081548 0.9147106 0.0716790 0.6192725 0.6466057 0.0966823 0.5665252 0.5269699 0.6019510 0.1331724 0.7564050 0.4408727 0.0413712 0.7590077 0.9917097 0.1879306 0.4232134 0.6219212 0.2034609 0.6958124 0.1903753 0.8398927 0.0942320 0.8982329 0.6837844 0.7557452 0.2232403 0.0014147 0.1541103 0.4677809 0.4374994 0.3397169 0.8978315 0.1461722 0.1455615 0.6395019 0.3660038 0.3306240 0.2868426 0.3701477 0.5556826 0.1556155 0.2283809 0.6490638 0.3752720 0.9505787 0.7545603 0.7071132 0.3584123 0.1961137 0.1683414 0.3635844 0.5657110 0.5155389 0.7640800 0.2677766 0.3053927 0.8996024 0.1103037 0.4573122 0.4975599 0.6256603 0.1975717 0.4470517 0.3093166 0.4212845 0.7322751 0.0478781 0.7223447 0.5767870 0.5643240 0.1254205
 0.6439193 0.4076165 0.0365690 0.9099298 0.8928258 0.5920052 0.4531611 0.2273610 0.4403396 0.0219572 0.8448722 0.2914317 0.5778503 0.9611375 0.0137516 0.3784749 0.6578248 0.9069427 0.5698977 0.5800877 0.1016032 0.7276236 0.8357735 0.6123570 0.2095034 0.5200069 0.2297248 0.7266560 0.5757771 0.4247870 0.4950676 0.8107218 0.4224070 0.9131657 0.2216999 0.5731719 0.0599365 0.7125091 0.4419325 0.5363051 0.0256187 0.7416998 0.7955634 0.3431587 0.2252290 0.8460241 0.2309009 0.0320450 0.6292915 0.0255749 0.8841450 0.6498957 0.9085565 0.0267624 0.9631533 0.6138033 0.3103192 0.3399515 0.3675720 0.8745995 0.5833426 0.9573625 0.1990200 0.6264093 0.0856123 0.7194295 0.6529705 0.8080851 0.2648575 0.8464377 0.5017284 0.1418980 0.9411272 0.6986747 0.2948376
 0.6210634 0.4139595 0.7022983 0.5356550 0.1743524 0.5375172 0.3752824 0.5299882 0.2165212 0.4502470 0.3668623 0.3728553 0.6682487 0.5778944 0.1379229 0.1590060 0.3859884 0.0140679 0.7331134 0.9948939 0.7684718 0.2736955 0.5582991 0.6743838 0.4335485 0.4298451 0.8403111 0.9730301 0.5818326 0.2494054 0.4671946 0.4225858 0.0485599 0.7153689 0.3712171 0.6634672 0.6973035 0.7600091 0.2274462 0.7403636 0.0704569 0.7511480 0.5412911 0.6084626 0.2164045 0.2083304 0.4368764 0.9793879 0.8784869 0.0194481 0.7986814 0.9946746 0.5597218 0.0950421 0.2273986 0.9606121 0.6843720 0.1618607 0.3067109 0.8408434 0.6117877 0.3635289 0.3405172 0.1883009 0.7606188 0.8304000 0.6100557 0.0300350 0.9405496 0.1117137 0.2424544 0.7403037 0.9715810 0.3915158 0.1704276
 0.6993017 0.6392722 0.7162613 0.7261326 0.0858460 0.8727015 0.5246354 0.9742948 0.2758234 0.5020270 0.7171958 0.0844459 0.8551215 0.5570951 0.3073994 0.9304437 0.8343873 0.3791282 0.1929632 0.6517895 0.3165648 0.7733793 0.7169875 0.3653719 0.9534283 0.6003896 0.8600585 0.6170692 0.2175841 0.0006904 0.6159661 0.9138816 0.3164786 0.9661418 0.0689731 0.1689459 0.3004342 0.5982917 0.6576375 0.4129419 0.6449327 0.6997915 0.3072682 0.5595291 0.9566283 0.5983285 0.5009311 0.3394949 0.6216195 0.6876882 0.3860604 0.7536304 0.2024574 0.3396136 0.2405458 0.3691158 0.9885111 0.0101984 0.3433586 0.5060042 0.0366820 0.7787428 0.2469522 0.7757494 0.3089838 0.4800651 0.5171562 0.7427579 0.1850061 0.2448814 0.6426619 0.4454915 0.0351156 0.2228099 0.0899330
 0.0104464 0.1364581 0.4906919 0.4088951 0.6957345 0.5842956 0.2462940 0.4837509 0.5663165 0.3823081 0.7735039 0.9715891 0.2589643 0.3270137 0.3339630 0.3861152 0.8679278 0.5735050 0.4269101 0.1529982 0.9312774 0.0118421 0.4850369 0.8769447 0.2911217 0.4374474 0.9517199 0.2981343 0.2266580 0.0312825 0.5980909 0.3889079 0.7349809 0.7411919 0.4139838 0.5098185 0.3866864 0.3768320 0.3352018 0.2597472 0.7378089 0.6162599 0.5062762 0.2187237 0.7832176 0.1087142 0.2436820 0.9723164 0.4831513 0.9687563 0.4097925 0.1931419 0.6672952 0.0147781 0.4727550 0.0212668 0.1394969 0.4845112 0.0176016 0.6524951 0.2804841 0.8288688 0.3327624 0.6401878 0.1446733 0.1615230 0.9757084 0.1842517 0.9622208 0.8413027 0.3359137 0.3937237 0.1908679 0.1052728 0.4574163
 0.8244957 0.8898673 0.7690567 0.3422828 0.9352336 0.3078331 0.8147490 0.4651449 0.4130739 0.9535913 0.1404765 0.7059249 0.3459158 0.5597634 0.2258093 0.9100473 0.9547043 0.7882939 0.8394843 0.4909685 0.8530261 0.8190564 0.7603503 0.7550275 0.4837594 0.4504129 0.0671294 0.7629288 0.7354079 0.6267137 0.8331739 0.7225573 0.0971069 0.7024803 0.1394385 0.6727421 0.6617216 0.5885875 0.6094296 0.5852474 0.6748788 0.0712335 0.7609493 0.9485876 0.4175583 0.1496418 0.9257199 0.1234884 0.2441445 0.6561616 0.5206145 0.6792928 0.4759438 0.6084781 0.8509336 0.1560058 0.1989289 0.1336988 0.1272870 0.2303345 0.3009246 0.9539524 0.0883737 0.0275444 0.1565420 0.6085741 0.3436944 0.6143267 0.6607112 0.6102624 0.9837523 0.4041919 0.0044599 0.7835585 0.3043187
 0.4364148 0.1781240 0.2001785 0.1869268 0.7944990 0.7496753 0.4206723 0.2404008 0.0645026 0.3444344 0.4912100 0.1916292 0.4880097 0.4258103 0.4823640 0.6994239 0.5804611 0.9667918 0.5566415 0.6694654 0.5958066 0.6679948 0.2706169 0.3746456 0.3263272 0.6986682 0.3691220 0.5355214 0.2149744 0.9358363 0.7781441 0.4320588 0.3751196 0.5014349 0.7364238 0.1861109 0.0095060 0.9873751 0.4570530 0.4233446 0.5689007 0.0927780 0.0170605 0.8726925 0.6657905 0.6989213 0.2427932 0.0083637 0.0584459 0.8656873 0.2224753 0.8324917 0.3982780 0.9240019 0.0556238 0.8958046 0.5442357 0.7462380 0.3747517 0.1510081 0.8851637 0.9889202 0.2945405 0.2071913 0.2350248 0.9311193 0.4103959 0.4436893 0.6737568 0.3099442 0.7459808 0.0899283 0.9384600 0.1633852 0.9250969
